signal,signal_time_utc,side,entry,sl,tp1,tp2,tp3,risk,first_seen_utc,last_seen_utc,captures,max_price,min_price,trend_at_first_seen,mtf_at_first_seen
Sell+,2026-09-19T07:22Z,Sell,81150.01,81200.1089,81099.9111,81049.8123,80999.7134,50.0989,2026-09-19T07:44:45Z,2026-09-19T07:44:45Z,1,81054.0,81054.0,Bearish,1m- 3m- 5m+ 15m+ 30m+ 1H+ 2H+ 4H+ 8H+ D-
